store_slug;leaflet_id;leaflet_url;endpoint_url;source_page_url
biedronka;502392;https://blix.pl/sklep/biedronka/gazetka/502392/;https://blix.pl/getleaflet/biedronka/502392/;https://blix.pl/sklep/biedronka/
biedronka;502386;https://blix.pl/sklep/biedronka/gazetka/502386/;https://blix.pl/getleaflet/biedronka/502386/;https://blix.pl/sklep/biedronka/
biedronka;502380;https://blix.pl/sklep/biedronka/gazetka/502380/;https://blix.pl/getleaflet/biedronka/502380/;https://blix.pl/sklep/biedronka/
biedronka;502374;https://blix.pl/sklep/biedronka/gazetka/502374/;https://blix.pl/getleaflet/biedronka/502374/;https://blix.pl/sklep/biedronka/
biedronka;502200;https://blix.pl/sklep/biedronka/gazetka/502200/;https://blix.pl/getleaflet/biedronka/502200/;https://blix.pl/sklep/biedronka/
biedronka;502095;https://blix.pl/sklep/biedronka/gazetka/502095/;https://blix.pl/getleaflet/biedronka/502095/;https://blix.pl/sklep/biedronka/
biedronka;502062;https://blix.pl/sklep/biedronka/gazetka/502062/;https://blix.pl/getleaflet/biedronka/502062/;https://blix.pl/sklep/biedronka/
biedronka;501681;https://blix.pl/sklep/biedronka/gazetka/501681/;https://blix.pl/getleaflet/biedronka/501681/;https://blix.pl/sklep/biedronka/
biedronka;501552;https://blix.pl/sklep/biedronka/gazetka/501552/;https://blix.pl/getleaflet/biedronka/501552/;https://blix.pl/sklep/biedronka/
biedronka;501471;https://blix.pl/sklep/biedronka/gazetka/501471/;https://blix.pl/getleaflet/biedronka/501471/;https://blix.pl/sklep/biedronka/
biedronka;501462;https://blix.pl/sklep/biedronka/gazetka/501462/;https://blix.pl/getleaflet/biedronka/501462/;https://blix.pl/sklep/biedronka/
biedronka;501300;https://blix.pl/sklep/biedronka/gazetka/501300/;https://blix.pl/getleaflet/biedronka/501300/;https://blix.pl/sklep/biedronka/
biedronka;501240;https://blix.pl/sklep/biedronka/gazetka/501240/;https://blix.pl/getleaflet/biedronka/501240/;https://blix.pl/sklep/biedronka/
biedronka;501204;https://blix.pl/sklep/biedronka/gazetka/501204/;https://blix.pl/getleaflet/biedronka/501204/;https://blix.pl/sklep/biedronka/
biedronka;501201;https://blix.pl/sklep/biedronka/gazetka/501201/;https://blix.pl/getleaflet/biedronka/501201/;https://blix.pl/sklep/biedronka/
biedronka;501153;https://blix.pl/sklep/biedronka/gazetka/501153/;https://blix.pl/getleaflet/biedronka/501153/;https://blix.pl/sklep/biedronka/
biedronka;501147;https://blix.pl/sklep/biedronka/gazetka/501147/;https://blix.pl/getleaflet/biedronka/501147/;https://blix.pl/sklep/biedronka/
biedronka;500787;https://blix.pl/sklep/biedronka/gazetka/500787/;https://blix.pl/getleaflet/biedronka/500787/;https://blix.pl/sklep/biedronka/
biedronka;500637;https://blix.pl/sklep/biedronka/gazetka/500637/;https://blix.pl/getleaflet/biedronka/500637/;https://blix.pl/sklep/biedronka/
biedronka;500532;https://blix.pl/sklep/biedronka/gazetka/500532/;https://blix.pl/getleaflet/biedronka/500532/;https://blix.pl/sklep/biedronka/
biedronka;500451;https://blix.pl/sklep/biedronka/gazetka/500451/;https://blix.pl/getleaflet/biedronka/500451/;https://blix.pl/sklep/biedronka/
biedronka;500448;https://blix.pl/sklep/biedronka/gazetka/500448/;https://blix.pl/getleaflet/biedronka/500448/;https://blix.pl/sklep/biedronka/
biedronka;500445;https://blix.pl/sklep/biedronka/gazetka/500445/;https://blix.pl/getleaflet/biedronka/500445/;https://blix.pl/sklep/biedronka/
biedronka;500358;https://blix.pl/sklep/biedronka/gazetka/500358/;https://blix.pl/getleaflet/biedronka/500358/;https://blix.pl/sklep/biedronka/
biedronka;500349;https://blix.pl/sklep/biedronka/gazetka/500349/;https://blix.pl/getleaflet/biedronka/500349/;https://blix.pl/sklep/biedronka/
biedronka;500346;https://blix.pl/sklep/biedronka/gazetka/500346/;https://blix.pl/getleaflet/biedronka/500346/;https://blix.pl/sklep/biedronka/
biedronka;499974;https://blix.pl/sklep/biedronka/gazetka/499974/;https://blix.pl/getleaflet/biedronka/499974/;https://blix.pl/sklep/biedronka/
biedronka;498336;https://blix.pl/sklep/biedronka/gazetka/498336/;https://blix.pl/getleaflet/biedronka/498336/;https://blix.pl/sklep/biedronka/
kaufland;502239;https://blix.pl/sklep/kaufland/gazetka/502239/;https://blix.pl/getleaflet/kaufland/502239/;https://blix.pl/sklep/kaufland/
kaufland;501795;https://blix.pl/sklep/kaufland/gazetka/501795/;https://blix.pl/getleaflet/kaufland/501795/;https://blix.pl/sklep/kaufland/
kaufland;501780;https://blix.pl/sklep/kaufland/gazetka/501780/;https://blix.pl/getleaflet/kaufland/501780/;https://blix.pl/sklep/kaufland/
kaufland;501648;https://blix.pl/sklep/kaufland/gazetka/501648/;https://blix.pl/getleaflet/kaufland/501648/;https://blix.pl/sklep/kaufland/
kaufland;501459;https://blix.pl/sklep/kaufland/gazetka/501459/;https://blix.pl/getleaflet/kaufland/501459/;https://blix.pl/sklep/kaufland/
kaufland;501450;https://blix.pl/sklep/kaufland/gazetka/501450/;https://blix.pl/getleaflet/kaufland/501450/;https://blix.pl/sklep/kaufland/
kaufland;501120;https://blix.pl/sklep/kaufland/gazetka/501120/;https://blix.pl/getleaflet/kaufland/501120/;https://blix.pl/sklep/kaufland/
kaufland;500904;https://blix.pl/sklep/kaufland/gazetka/500904/;https://blix.pl/getleaflet/kaufland/500904/;https://blix.pl/sklep/kaufland/
kaufland;500616;https://blix.pl/sklep/kaufland/gazetka/500616/;https://blix.pl/getleaflet/kaufland/500616/;https://blix.pl/sklep/kaufland/
kaufland;500490;https://blix.pl/sklep/kaufland/gazetka/500490/;https://blix.pl/getleaflet/kaufland/500490/;https://blix.pl/sklep/kaufland/
kaufland;500262;https://blix.pl/sklep/kaufland/gazetka/500262/;https://blix.pl/getleaflet/kaufland/500262/;https://blix.pl/sklep/kaufland/
kaufland;499719;https://blix.pl/sklep/kaufland/gazetka/499719/;https://blix.pl/getleaflet/kaufland/499719/;https://blix.pl/sklep/kaufland/
kaufland;499683;https://blix.pl/sklep/kaufland/gazetka/499683/;https://blix.pl/getleaflet/kaufland/499683/;https://blix.pl/sklep/kaufland/
kaufland;499110;https://blix.pl/sklep/kaufland/gazetka/499110/;https://blix.pl/getleaflet/kaufland/499110/;https://blix.pl/sklep/kaufland/
kaufland;499050;https://blix.pl/sklep/kaufland/gazetka/499050/;https://blix.pl/getleaflet/kaufland/499050/;https://blix.pl/sklep/kaufland/
kaufland;498732;https://blix.pl/sklep/kaufland/gazetka/498732/;https://blix.pl/getleaflet/kaufland/498732/;https://blix.pl/sklep/kaufland/
kaufland;498729;https://blix.pl/sklep/kaufland/gazetka/498729/;https://blix.pl/getleaflet/kaufland/498729/;https://blix.pl/sklep/kaufland/
kaufland;458402;https://blix.pl/sklep/kaufland/gazetka/458402/;https://blix.pl/getleaflet/kaufland/458402/;https://blix.pl/sklep/kaufland/
lidl;502662;https://blix.pl/sklep/lidl/gazetka/502662/;https://blix.pl/getleaflet/lidl/502662/;https://blix.pl/sklep/lidl/
lidl;502182;https://blix.pl/sklep/lidl/gazetka/502182/;https://blix.pl/getleaflet/lidl/502182/;https://blix.pl/sklep/lidl/
lidl;501444;https://blix.pl/sklep/lidl/gazetka/501444/;https://blix.pl/getleaflet/lidl/501444/;https://blix.pl/sklep/lidl/
lidl;501348;https://blix.pl/sklep/lidl/gazetka/501348/;https://blix.pl/getleaflet/lidl/501348/;https://blix.pl/sklep/lidl/
lidl;501267;https://blix.pl/sklep/lidl/gazetka/501267/;https://blix.pl/getleaflet/lidl/501267/;https://blix.pl/sklep/lidl/
lidl;501159;https://blix.pl/sklep/lidl/gazetka/501159/;https://blix.pl/getleaflet/lidl/501159/;https://blix.pl/sklep/lidl/
lidl;500793;https://blix.pl/sklep/lidl/gazetka/500793/;https://blix.pl/getleaflet/lidl/500793/;https://blix.pl/sklep/lidl/
lidl;500640;https://blix.pl/sklep/lidl/gazetka/500640/;https://blix.pl/getleaflet/lidl/500640/;https://blix.pl/sklep/lidl/
lidl;500145;https://blix.pl/sklep/lidl/gazetka/500145/;https://blix.pl/getleaflet/lidl/500145/;https://blix.pl/sklep/lidl/
lidl;500142;https://blix.pl/sklep/lidl/gazetka/500142/;https://blix.pl/getleaflet/lidl/500142/;https://blix.pl/sklep/lidl/
lidl;500103;https://blix.pl/sklep/lidl/gazetka/500103/;https://blix.pl/getleaflet/lidl/500103/;https://blix.pl/sklep/lidl/
lidl;499743;https://blix.pl/sklep/lidl/gazetka/499743/;https://blix.pl/getleaflet/lidl/499743/;https://blix.pl/sklep/lidl/
lidl;498843;https://blix.pl/sklep/lidl/gazetka/498843/;https://blix.pl/getleaflet/lidl/498843/;https://blix.pl/sklep/lidl/
lidl;498474;https://blix.pl/sklep/lidl/gazetka/498474/;https://blix.pl/getleaflet/lidl/498474/;https://blix.pl/sklep/lidl/
lidl;498369;https://blix.pl/sklep/lidl/gazetka/498369/;https://blix.pl/getleaflet/lidl/498369/;https://blix.pl/sklep/lidl/
lidl;497973;https://blix.pl/sklep/lidl/gazetka/497973/;https://blix.pl/getleaflet/lidl/497973/;https://blix.pl/sklep/lidl/
lidl;497637;https://blix.pl/sklep/lidl/gazetka/497637/;https://blix.pl/getleaflet/lidl/497637/;https://blix.pl/sklep/lidl/
lidl;496986;https://blix.pl/sklep/lidl/gazetka/496986/;https://blix.pl/getleaflet/lidl/496986/;https://blix.pl/sklep/lidl/
lidl;496701;https://blix.pl/sklep/lidl/gazetka/496701/;https://blix.pl/getleaflet/lidl/496701/;https://blix.pl/sklep/lidl/
lidl;496692;https://blix.pl/sklep/lidl/gazetka/496692/;https://blix.pl/getleaflet/lidl/496692/;https://blix.pl/sklep/lidl/
lidl;496683;https://blix.pl/sklep/lidl/gazetka/496683/;https://blix.pl/getleaflet/lidl/496683/;https://blix.pl/sklep/lidl/
